tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
34.2,25.9,43.0,0.0,,,12.0,,,
33.3,26.0,40.3,0.0,,222.6,12.2,,,
34.1,25.3,41.4,0.0,,,11.1,,,
33.9,25.6,41.5,0.0,,,13.2,,,
30.3,28.0,35.3,0.0,,,19.9,,,
29.0,24.0,36.2,0.0,,223.4,18.6,,,
29.1,23.4,35.7,0.0,,227.6,14.3,,,
29.3,22.7,37.4,0.0,,,13.0,,,
32.8,22.3,40.8,0.0,,,8.8,,,
32.9,26.6,40.5,0.0,,,12.5,,,
29.9,24.9,36.0,0.0,,218.5,17.2,,,
30.7,23.3,38.6,0.0,,,11.8,,,
33.7,24.0,44.5,0.0,,,11.3,,,
34.3,28.7,43.6,0.0,,,12.3,,,
34.0,25.2,43.5,0.0,,,10.6,,,
33.4,26.8,41.7,0.0,,,14.3,,,
32.4,27.0,39.7,0.0,,236.1,14.1,,,
30.8,25.0,39.9,0.0,,,13.3,,,
29.8,23.0,37.4,0.0,,,11.3,,,
31.8,22.7,38.4,0.0,,,11.1,,,
33.0,23.5,41.1,0.0,,,10.6,,,
34.4,30.0,41.2,0.0,,44.1,13.6,,,
35.0,26.9,43.0,0.0,,,10.2,,,
36.0,30.0,42.9,0.0,,,11.0,,,
35.1,30.0,42.1,0.0,,,13.1,,,
32.2,29.0,38.4,0.0,,232.1,16.7,,,
32.2,26.0,42.3,0.0,,209.8,15.6,,,
32.1,26.6,40.8,0.0,,211.3,14.2,,,
31.7,26.0,39.7,0.0,,215.7,12.6,,,
31.1,27.0,37.1,0.0,,214.7,17.4,,,
31.8,25.9,39.8,0.0,,212.4,12.7,,,
31.2,25.9,35.9,0.0,,,10.5,,,
32.8,26.5,38.3,0.0,,,9.1,,,
33.7,28.0,40.2,0.0,,,9.2,,,
34.1,28.8,39.0,0.0,,,8.8,,,
33.7,28.9,39.0,,,,11.8,,,
33.2,28.0,39.0,,,223.0,15.2,,,
33.6,28.0,37.0,0.0,,,14.6,,,
33.9,30.0,37.0,,,,13.4,,,
33.6,30.0,40.0,,,,9.6,,,
34.1,28.0,40.0,,,,9.9,,,
34.7,30.0,39.0,1.5,,,12.3,,,
36.1,27.6,43.0,0.0,,,10.5,,,
34.5,28.0,43.0,,,,9.7,,,
33.1,28.0,38.0,,,,11.5,,,
34.3,28.9,40.0,0.0,,218.9,13.6,,,
35.8,27.6,43.0,,,,9.3,,,
34.7,29.0,42.0,0.0,,,11.1,,,
35.2,30.0,42.0,,,,11.3,,,
37.2,30.0,44.5,0.0,,11.2,11.8,,,
36.7,31.0,44.0,,,,11.3,,,
34.3,31.0,39.0,0.0,,,13.7,,,
33.6,28.7,39.0,0.0,,,10.4,,,
34.8,29.0,41.0,0.0,,,7.9,,,
37.2,29.5,45.0,0.0,,,11.3,,,
38.9,33.0,44.8,0.0,,,12.3,,,
40.8,33.0,48.8,0.0,,,11.3,,,
38.3,32.0,46.1,0.0,,,10.9,,,
37.9,32.0,45.0,0.0,,,11.6,,,
36.4,30.2,44.8,,,,10.7,,,
37.3,32.5,45.3,0.0,,,16.1,,,
36.7,32.0,43.7,0.0,,71.3,16.7,,,
37.2,32.9,43.8,0.0,,,15.1,,,
36.9,32.1,42.8,0.0,,,11.5,,,
38.4,31.6,45.7,0.0,,,14.2,,,
37.8,32.0,45.4,0.0,,,14.7,,,
37.5,34.5,44.0,0.0,,,14.3,,,
37.1,32.8,42.7,0.0,,,14.0,,,
38.1,30.9,47.7,0.0,,,13.6,,,
38.3,32.9,44.4,0.0,,,9.0,,,
36.9,31.7,43.0,0.0,,,9.1,,,
35.5,31.6,39.5,0.0,,,10.0,,,
35.2,30.3,40.3,0.0,,251.0,11.2,,,
35.2,31.6,42.6,0.0,,235.5,13.1,,,
35.7,31.9,41.1,0.0,,101.6,22.8,,,
36.2,31.6,43.1,0.0,,,18.4,,,
35.4,32.3,38.5,0.0,,,10.8,,,
34.8,31.9,41.2,0.0,,,,,,
34.2,30.0,39.6,0.0,,234.3,15.6,,,
34.4,31.0,39.5,0.0,,228.1,13.4,,,
35.6,30.0,44.0,0.0,,,9.5,,,
36.3,32.6,42.3,0.0,,,13.0,,,
34.5,30.6,38.9,0.0,,101.2,27.8,,,
33.9,31.0,39.0,0.0,,94.2,21.7,,,
35.2,30.4,42.1,0.0,,,19.9,,,
36.3,31.9,43.2,0.0,,93.7,20.2,,,
35.4,30.7,42.3,0.0,,94.3,24.3,,,
36.1,30.7,43.3,0.0,,63.2,13.4,,,
37.8,31.9,43.9,0.0,,,8.9,,,
37.8,33.0,44.0,0.0,,,9.3,,,
37.3,32.9,43.7,0.0,,23.8,11.4,,,
37.8,33.0,44.5,0.0,,,9.6,,,
37.6,33.6,42.7,0.0,,,8.9,,,
35.9,33.0,40.4,0.0,,,13.0,,,
36.7,30.9,43.3,0.0,,,9.9,,,
36.7,31.0,43.9,0.0,,6.4,11.8,,,
36.4,30.1,44.1,0.0,,,12.1,,,
37.1,32.2,43.0,0.0,,,12.4,,,
36.7,30.8,44.6,0.0,,72.8,11.7,,,
36.8,31.4,44.7,0.0,,,12.5,,,
37.4,30.2,,0.0,,,,,,
36.4,29.4,44.1,0.0,,,11.6,,,
33.9,29.3,40.0,0.0,,,11.9,,,
35.7,29.9,44.4,0.0,,24.2,11.7,,,
34.6,28.9,42.7,0.0,,311.0,12.6,,,
33.8,28.4,39.1,0.0,,,9.6,,,
34.7,31.6,40.9,0.0,,69.2,12.7,,,
35.1,31.0,42.3,0.0,,75.0,17.4,,,
35.4,30.5,42.1,0.0,,,12.6,,,
35.4,29.3,41.0,0.3,,,10.5,,,
35.3,28.8,43.0,0.0,,,10.1,,,
35.3,29.1,42.5,0.0,,37.3,10.5,,,
34.5,28.1,42.7,0.0,,,10.6,,,
34.1,28.0,41.3,0.0,,,9.3,,,
35.1,30.4,44.1,0.0,,,9.7,,,
36.1,30.0,44.0,0.0,,80.8,14.9,,,
35.8,30.2,43.0,0.0,,,9.3,,,
35.3,29.0,40.0,0.0,,,10.5,,,
35.0,29.4,43.8,0.0,,,17.1,,,
33.9,28.6,41.8,0.0,,,11.2,,,
33.1,26.9,41.0,0.0,,102.8,11.2,,,
33.0,28.9,39.5,0.0,,,12.3,,,
33.6,29.9,39.1,0.0,,,,,,
32.6,28.7,37.5,0.0,,,11.2,,,
32.6,28.0,39.1,0.0,,,9.0,,,
32.9,27.2,39.6,0.0,,,9.9,,,
32.8,26.8,40.0,0.0,,,8.6,,,
33.0,26.5,39.5,0.0,,,9.1,,,
34.8,27.7,41.8,0.0,,,7.9,,,
33.4,27.9,42.1,,,,12.7,,,
33.2,28.0,40.7,0.0,,,11.3,,,
32.9,27.9,40.6,0.0,,,9.7,,,
32.6,27.8,40.7,0.0,,296.1,10.7,,,
33.1,28.5,37.7,0.0,,223.1,16.5,,,
32.5,27.9,37.9,,,,12.3,,,
31.8,27.4,37.5,0.0,,226.8,14.4,,,
30.8,27.0,35.7,0.0,,230.6,9.7,,,
31.5,25.0,39.0,0.0,,,10.1,,,
31.7,24.0,39.1,0.0,,,9.7,,,
31.4,25.4,38.0,0.0,,,9.5,,,
31.5,24.7,38.6,0.0,,,9.8,,,
31.9,24.6,40.2,0.0,,,9.9,,,
31.9,26.2,40.0,0.0,,,10.5,,,
31.4,26.7,38.1,0.0,,,10.7,,,
32.2,26.3,39.0,0.0,,,10.7,,,
31.7,27.0,39.5,0.0,,,11.8,,,
30.5,23.1,39.2,0.0,,,11.1,,,
30.2,24.8,38.3,0.0,,,10.6,,,
30.4,24.9,35.8,0.0,,,10.4,,,
30.4,26.0,35.5,0.0,,,11.2,,,
30.7,25.5,37.2,0.0,,,11.5,,,
30.4,26.0,35.2,0.0,,263.3,11.9,,,
30.3,25.9,35.6,0.0,,,8.8,,,
30.2,26.4,35.6,0.0,,254.0,9.2,,,
28.5,22.3,34.1,0.0,,,9.9,,,
28.4,22.7,37.5,0.0,,,8.7,,,
28.9,21.5,36.1,0.0,,,8.9,,,
29.5,22.7,36.8,,,,8.9,,,
30.0,20.7,39.0,0.0,,,8.0,,,
29.9,22.5,37.6,0.0,,,10.1,,,
29.6,24.7,36.0,0.0,,209.6,12.7,,,
28.8,25.0,33.9,0.0,,220.7,15.5,,,
27.5,23.7,32.9,0.0,,,10.7,,,
28.5,22.5,34.1,0.0,,,7.7,,,
29.1,25.0,34.5,0.0,,,8.0,,,
29.4,23.8,36.1,0.0,,,13.1,,,
28.9,22.9,36.2,0.0,,,9.0,,,
29.2,23.0,35.5,0.0,,208.9,10.9,,,
28.2,23.0,33.1,0.0,,226.8,10.8,,,
27.9,23.0,34.3,0.0,,260.5,9.5,,,
27.3,21.0,35.0,0.0,,,8.3,,,
29.7,21.9,37.7,0.0,,72.4,12.7,,,
29.1,23.4,37.5,0.0,,74.1,10.2,,,
29.2,24.0,35.9,0.0,,104.0,11.3,,,
27.8,23.0,34.1,0.0,,83.7,15.4,,,
26.9,22.0,32.1,0.0,,,7.8,,,
26.2,21.0,32.9,0.0,,,8.9,,,
25.7,18.6,33.0,0.0,,,7.8,,,
26.3,19.1,33.0,0.0,,68.2,8.4,,,
27.0,21.9,33.6,0.0,,,10.3,,,
25.9,19.9,33.9,0.0,,,8.4,,,
25.2,18.7,33.2,0.0,,,9.1,,,
25.4,19.8,31.0,0.0,,212.9,9.5,,,
25.6,20.3,31.8,0.0,,,9.9,,,
26.1,20.3,32.1,0.0,,,9.4,,,
24.3,19.2,30.4,0.0,,,7.9,,,
24.8,19.0,30.8,0.0,,,8.0,,,
23.4,20.0,30.4,0.0,,80.5,14.4,,,
25.0,21.0,30.5,0.0,,70.2,12.9,,,
25.7,22.0,31.0,0.0,,,15.2,,,
25.6,22.0,31.0,0.0,,86.2,10.7,,,
22.1,21.0,24.8,0.0,,51.5,10.8,,,
21.2,16.7,25.0,1.5,,,10.4,,,
21.7,18.4,25.6,24.1,,,11.2,,,
22.1,17.9,26.6,0.0,,,7.6,,,
22.3,19.8,26.7,0.0,,,13.2,,,
22.0,17.5,27.0,0.0,,,7.2,,,
22.6,17.0,28.1,0.0,,212.3,7.0,,,
22.4,17.0,28.6,0.0,,,7.0,,,
23.1,16.5,31.0,0.0,,61.3,9.2,,,
23.2,16.0,31.0,0.0,,65.8,11.3,,,
23.4,17.2,29.4,0.0,,222.6,9.0,,,
23.7,20.9,29.9,0.0,,,8.7,,,
22.3,17.7,27.3,0.0,,165.3,9.0,,,
22.7,16.4,29.0,0.0,,,4.9,,,
23.9,18.7,31.3,0.0,,74.9,7.1,,,
23.8,18.4,30.2,0.0,,,8.9,,,
23.5,16.5,28.4,0.0,,,10.9,,,
23.9,19.0,28.6,0.0,,290.9,17.5,,,
23.3,18.6,28.4,0.0,,210.6,11.6,,,
24.0,19.0,28.4,,,227.5,14.8,,,
21.7,18.6,25.6,0.0,,286.7,14.1,,,
21.1,15.5,27.8,0.0,,,7.7,,,
23.0,15.5,31.8,0.0,,,6.7,,,
23.4,16.7,30.7,0.0,,,9.2,,,
23.3,18.0,27.6,0.0,,,12.8,,,
22.2,20.0,25.0,0.0,,292.1,17.1,,,
21.2,19.0,24.4,0.0,,,13.0,,,
21.0,16.8,26.1,,,,6.3,,,
21.1,14.4,28.0,0.0,,,5.6,,,
21.7,16.7,25.4,,,,17.0,,,
21.6,19.0,26.0,0.0,,,14.3,,,
19.9,15.1,25.6,,,,11.6,,,
16.9,15.0,19.5,25.9,,52.5,14.1,,,
17.3,,22.4,3.0,,,,,,
16.6,10.1,23.2,0.0,,,6.2,,,
17.0,13.5,23.4,0.0,,,9.0,,,
17.2,11.0,23.6,0.0,,,8.6,,,
17.9,11.2,23.1,0.0,,,6.8,,,
17.8,13.7,23.7,0.0,,,7.9,,,
18.3,12.0,24.9,0.0,,86.7,15.9,,,
18.2,11.0,25.0,0.0,,,9.5,,,
18.2,12.8,24.4,0.0,,,11.3,,,
19.1,14.5,24.3,0.0,,,13.6,,,
18.7,14.0,23.3,0.0,,,6.2,,,
17.9,15.0,23.0,0.0,,262.9,10.1,,,
18.5,11.2,25.6,0.0,,85.2,9.4,,,
19.6,16.2,23.1,0.0,,,9.6,,,
17.9,15.9,20.0,0.3,,,9.5,,,
17.3,15.0,21.6,0.3,,234.7,11.2,,,
16.6,11.5,22.4,0.3,,,,,,
17.6,11.0,22.0,0.0,,80.0,17.3,,,
18.4,15.9,22.3,0.0,,81.0,12.5,,,
18.9,17.0,22.0,2.0,,,10.7,,,
18.4,14.5,21.8,0.0,,,,,,
18.4,15.7,22.0,0.0,,,,,,
17.9,13.7,22.4,0.0,,,9.6,,,
17.7,13.9,22.1,0.0,,,10.5,,,
17.7,11.8,24.6,0.0,,,7.0,,,
19.3,11.7,25.7,0.0,,110.1,10.9,,,
18.6,17.0,22.8,0.0,,,10.9,,,
16.8,14.5,22.1,0.0,,,11.3,,,
17.1,11.3,,0.0,,,,,,
17.7,11.9,23.2,1.5,,,7.8,,,
17.8,13.5,23.3,1.3,,,7.4,,,
17.7,12.0,24.1,0.0,,140.7,7.8,,,
18.3,12.0,26.2,0.0,,,6.8,,,
18.5,11.5,26.4,0.0,,,7.9,,,
18.8,12.3,26.1,0.0,,,6.2,,,
19.7,13.8,26.7,0.0,,63.1,8.6,,,
20.8,13.0,28.2,0.0,,,5.9,,,
21.3,14.9,27.1,0.0,,,9.0,,,
20.6,14.7,25.7,0.0,,,10.0,,,
19.6,16.8,24.2,0.0,,219.4,12.1,,,
18.9,15.5,23.1,0.0,,,9.5,,,
20.7,15.5,28.2,1.0,,61.5,13.5,,,
22.1,17.0,31.0,0.3,,40.4,10.1,,,
20.8,18.0,24.9,0.0,,346.0,13.2,,,
18.0,16.9,21.0,0.0,,282.9,24.2,,,
16.4,9.9,22.1,0.0,,,8.9,,,
17.4,11.2,24.3,0.0,,,7.9,,,
16.4,12.3,20.2,0.0,,,5.9,,,
17.2,12.0,22.6,2.3,,,7.3,,,
17.8,11.5,22.7,0.0,,,11.3,,,
17.7,14.6,21.8,0.0,,248.8,14.1,,,
16.2,12.7,21.0,2.5,,,9.4,,,
18.3,11.8,25.1,1.8,,,9.8,,,
18.2,10.4,25.4,0.0,,,7.2,,,
19.3,11.4,27.7,0.0,,,9.4,,,
21.6,14.6,27.5,0.0,,,,,,
21.1,17.7,26.8,0.0,,250.8,19.0,,,
19.6,15.6,23.5,0.0,,245.4,15.1,,,
19.3,15.0,24.5,0.0,,254.8,12.5,,,
19.9,13.7,27.0,,,,9.0,,,
18.6,14.2,25.8,0.0,,,10.2,,,
19.9,12.3,27.5,0.0,,94.1,10.1,,,
21.2,14.6,29.0,0.0,,,8.8,,,
21.2,14.4,28.9,0.0,,,8.7,,,
21.9,16.4,29.0,0.0,,,6.9,,,
21.7,18.6,29.9,0.0,,,10.8,,,
23.1,14.9,30.3,0.0,,,8.9,,,
24.2,17.7,29.1,,,,11.9,,,
21.2,19.0,25.5,0.0,,,15.3,,,
19.9,14.1,26.0,0.0,,227.1,11.3,,,
20.4,14.4,27.7,0.0,,,7.7,,,
21.1,15.2,29.6,0.0,,,6.8,,,
22.0,15.1,30.0,0.0,,,11.9,,,
23.8,15.8,32.5,0.0,,,7.7,,,
24.2,17.8,31.9,0.0,,,8.2,,,
24.4,16.1,32.6,0.0,,,7.6,,,
25.3,16.9,33.0,0.0,,,5.2,,,
26.1,21.0,33.1,0.0,,,8.4,,,
27.9,18.7,36.7,0.0,,93.8,11.8,,,
27.4,24.9,32.0,0.0,,131.4,22.2,,,
25.0,22.0,29.2,0.0,,,16.1,,,
25.5,21.1,31.4,2.8,,,15.4,,,
21.3,20.0,24.1,0.0,,281.0,25.9,,,
20.3,15.7,25.1,0.0,,286.9,13.5,,,
20.2,14.5,26.6,0.0,,243.2,10.4,,,
21.3,14.4,27.1,0.0,,,7.5,,,
24.1,15.5,32.4,0.0,,,8.5,,,
26.1,17.6,34.1,0.0,,,10.2,,,
26.9,23.0,32.7,0.0,,,11.6,,,
23.3,22.0,26.8,0.0,,261.7,17.0,,,
24.1,14.9,31.3,0.0,,,11.7,,,
25.8,20.6,32.6,0.0,,93.5,17.6,,,
19.7,19.0,24.0,2.5,,,,,,
21.6,17.9,24.9,0.0,,323.7,7.5,,,
22.1,17.7,26.6,0.0,,,8.8,,,
22.7,18.5,27.1,0.0,,,,,,
23.6,17.6,30.8,0.0,,,8.7,,,
27.8,18.6,36.1,0.0,,116.9,13.0,,,
26.8,24.0,33.0,0.0,,,,,,
29.4,18.8,36.3,0.0,,,9.8,,,
29.6,25.6,39.0,0.0,,16.2,18.2,,,
24.9,22.9,29.7,5.1,,,14.8,,,
24.1,21.0,28.1,2.3,,,17.9,,,
23.7,18.7,30.5,0.0,,,12.8,,,
24.7,17.7,32.3,0.0,,,9.9,,,
25.9,18.9,34.7,0.0,,,9.2,,,
26.3,19.0,34.8,0.0,,,8.9,,,
27.6,18.9,35.6,0.0,,,10.2,,,
29.4,19.7,37.8,0.0,,,9.6,,,
29.8,23.0,37.1,0.0,,235.8,15.8,,,
29.8,24.0,34.3,0.0,,,14.4,,,
30.7,25.7,36.6,0.0,,233.0,12.9,,,
30.7,23.9,39.7,0.0,,,9.5,,,
31.1,25.0,40.0,,,,8.9,,,
32.2,26.0,39.0,,,,12.4,,,
30.0,26.0,34.0,,,,13.3,,,
30.0,26.0,38.0,,,,12.3,,,
28.1,25.0,33.0,,,231.7,17.6,,,
28.1,21.0,35.5,0.0,,,13.6,,,
30.6,25.4,37.6,0.0,,,,,,
30.1,25.9,37.0,0.0,,,10.6,,,
32.1,23.5,40.2,0.0,,,10.9,,,
30.4,25.0,37.3,0.0,,,10.8,,,
28.4,20.0,35.7,0.0,,,10.7,,,
29.2,21.3,37.3,0.0,,,10.2,,,
30.4,20.9,39.0,0.0,,,9.5,,,
31.6,23.0,38.4,0.0,,,10.3,,,
32.7,27.0,39.7,0.0,,,11.1,,,
33.3,25.9,39.9,0.0,,295.5,12.9,,,
33.5,25.7,40.1,0.0,,,11.0,,,
33.6,26.5,40.1,0.0,,,12.4,,,
31.2,27.0,36.4,0.0,,237.3,17.3,,,
29.1,23.5,35.5,0.0,,,15.4,,,
27.9,23.5,33.9,0.0,,,,,,
29.6,21.7,38.5,0.0,,,,,,
30.1,21.4,37.6,0.0,,,10.1,,,
29.9,21.5,36.3,0.0,,,11.6,,,
30.6,23.9,36.1,0.0,,218.7,11.7,,,
30.8,26.5,36.0,0.0,,217.8,14.7,,,
32.7,27.3,38.4,0.0,,,15.3,,,
33.8,26.6,39.9,0.0,,203.8,12.8,,,
32.8,30.0,37.8,0.0,,,17.3,,,
30.6,25.7,35.7,0.0,,246.4,19.9,,,
29.8,24.7,33.9,1.3,,256.0,22.8,,,
28.8,22.6,35.1,0.0,,,12.0,,,
29.5,22.7,37.0,0.0,,,,,,
30.9,23.7,39.2,0.0,,,15.1,,,
32.2,23.7,38.8,0.0,,,10.5,,,
33.4,25.9,41.0,0.0,,,10.6,,,
33.4,25.4,42.3,0.0,,,9.9,,,
33.4,27.0,39.6,0.0,,219.7,12.0,,,
34.0,28.6,42.6,0.0,,231.5,11.5,,,
35.0,27.9,42.3,0.0,,,12.0,,,
33.8,26.8,42.5,0.0,,,9.9,,,
35.7,28.8,42.1,0.0,,,9.6,,,
36.8,27.7,44.4,0.0,,220.9,13.0,,,
36.8,28.6,43.0,0.0,,,12.7,,,
35.2,29.8,43.7,0.0,,,14.8,,,
35.4,29.6,45.1,0.0,,,14.2,,,
34.1,28.0,40.5,0.0,,238.7,12.8,,,
32.7,27.6,41.6,0.0,,,14.7,,,
33.2,24.6,41.5,0.0,,,12.2,,,
32.8,27.9,38.9,0.0,,,15.3,,,
31.2,26.9,36.4,0.0,,228.9,19.6,,,
31.0,25.7,36.3,0.0,,249.2,10.7,,,
33.8,24.8,41.2,0.0,,,10.8,,,
35.4,27.4,43.0,0.0,,,11.8,,,
35.4,27.7,42.2,0.0,,255.5,11.6,,,
36.4,29.7,46.5,0.0,,,9.9,,,
35.7,27.0,43.8,0.0,,,9.6,,,
35.4,28.9,44.1,0.0,,,,,,
34.3,28.8,42.8,0.0,,,,,,
32.8,28.0,38.3,0.0,,244.2,16.0,,,
33.2,27.6,40.2,0.0,,241.5,17.6,,,
33.1,27.0,41.3,0.0,,220.0,13.8,,,
33.6,26.0,41.0,0.0,,,10.8,,,
32.8,27.9,38.3,0.0,,233.5,12.7,,,
32.8,28.0,37.9,0.0,,226.3,15.1,,,
34.1,26.2,40.1,0.0,,,11.8,,,
36.4,26.7,45.0,0.0,,,11.2,,,
36.1,27.3,45.0,0.0,,,11.5,,,
36.3,29.1,46.1,0.0,,249.3,10.4,,,
35.0,29.1,43.4,0.0,,,12.9,,,
34.3,28.9,38.1,0.0,,229.1,14.3,,,
32.9,27.0,40.6,0.0,,,11.1,,,
36.1,27.4,45.5,0.0,,,13.8,,,
35.9,32.0,43.6,0.0,,,12.4,,,
35.0,31.0,43.0,0.0,,,9.1,,,
34.2,27.2,42.5,0.0,,,10.1,,,
35.3,30.4,42.0,0.0,,,,,,
36.6,28.7,42.9,0.0,,,,,,
37.4,32.9,43.3,0.0,,,12.5,,,
37.8,31.7,45.7,0.0,,,14.0,,,
37.8,31.5,46.0,0.0,,,15.2,,,
38.5,31.0,45.4,0.0,,,11.7,,,
38.4,32.2,44.4,0.0,,120.4,13.5,,,
37.1,33.0,43.4,0.0,,,11.3,,,
35.3,29.5,41.6,0.0,,,12.0,,,
35.6,29.8,43.9,0.0,,173.5,12.5,,,
34.4,28.9,41.1,0.0,,,11.4,,,
34.6,30.0,,0.0,,,,,,
36.0,29.8,42.5,0.0,,,,,,
38.1,32.2,46.0,0.0,,,11.4,,,
36.5,33.4,41.7,0.0,,,15.3,,,
36.0,31.7,43.0,0.0,,241.5,11.9,,,
35.3,31.0,41.7,0.0,,,13.0,,,
36.5,32.0,41.7,0.0,,,9.0,,,
36.2,30.9,44.5,0.0,,354.7,11.1,,,
36.2,31.0,44.2,0.0,,,12.2,,,
35.9,30.0,43.6,0.0,,,12.8,,,
35.3,30.4,41.4,0.0,,224.6,14.5,,,
35.8,30.0,44.9,0.0,,,15.6,,,
35.7,30.7,41.6,0.0,,224.5,14.2,,,
36.2,32.7,42.4,0.0,,231.4,12.0,,,
39.1,32.7,47.0,0.0,,74.3,16.6,,,
38.3,35.0,45.3,0.0,,55.4,11.3,,,
35.9,32.0,41.8,0.0,,,11.5,,,
35.6,32.0,42.1,0.0,,221.5,17.0,,,
35.4,29.8,40.8,0.0,,233.7,13.6,,,
36.3,28.9,43.5,0.0,,,10.1,,,
36.4,30.4,44.1,0.0,,,13.4,,,
35.8,30.8,43.0,0.0,,,9.4,,,
36.2,30.5,42.0,0.0,,,8.9,,,
36.4,30.9,43.8,0.0,,,10.6,,,
35.8,32.5,43.0,0.0,,,11.0,,,
35.6,31.7,42.7,0.0,,,11.4,,,
35.6,,40.2,0.0,,,,,,
35.9,32.0,43.2,0.0,,,11.0,,,
36.6,29.5,43.7,0.0,,,14.8,,,
36.3,31.8,43.2,0.0,,69.6,22.8,,,
36.3,31.3,45.0,0.0,,,11.1,,,
36.9,31.3,44.8,0.0,,,9.6,,,
36.2,32.0,44.5,0.0,,,16.0,,,
35.3,30.0,42.4,0.0,,,11.8,,,
35.6,30.3,44.7,0.0,,,9.6,,,
39.3,31.0,48.7,0.0,,,10.5,,,
38.3,34.7,45.4,0.0,,100.4,20.7,,,
36.9,31.8,43.0,0.0,,91.2,20.2,,,
35.7,31.5,41.0,0.0,,61.7,12.9,,,
35.8,32.0,41.0,0.0,,,12.5,,,
34.6,30.9,39.1,0.0,,,10.3,,,
35.6,31.0,43.3,0.0,,,11.7,,,
35.6,32.0,41.4,0.0,,83.6,21.8,,,
34.8,31.0,41.3,0.0,,,16.9,,,
33.9,29.9,39.4,0.0,,,12.4,,,
34.0,30.0,38.7,0.0,,,11.4,,,
34.6,29.9,41.1,0.0,,,11.8,,,
36.0,29.7,42.9,0.0,,,12.1,,,
36.7,30.2,43.0,0.0,,,12.8,,,
35.5,31.9,40.8,0.0,,,11.5,,,
34.2,29.0,41.9,0.0,,,10.0,,,
34.1,28.4,42.6,0.0,,,10.6,,,
35.5,26.4,43.4,0.0,,,8.4,,,
35.4,26.0,43.7,0.0,,,11.2,,,
35.3,28.6,44.6,0.0,,,13.0,,,
34.8,28.0,42.5,0.0,,,11.1,,,
33.4,26.9,41.1,0.0,,,8.2,,,
34.3,30.0,43.0,0.0,,,11.7,,,
35.8,28.9,44.5,0.0,,67.4,9.1,,,
35.0,28.7,44.4,0.0,,,9.6,,,
33.5,29.0,41.4,0.0,,,9.6,,,
33.5,29.0,40.6,0.0,,,9.5,,,
33.7,29.6,41.7,0.0,,,9.3,,,
33.3,29.6,41.1,0.0,,,11.7,,,
33.9,29.7,42.2,0.0,,14.9,16.5,,,
33.9,28.3,40.1,0.0,,,9.6,,,
34.8,28.3,41.6,0.0,,,15.0,,,
33.7,30.0,40.9,0.0,,,10.4,,,
33.1,27.6,38.6,0.0,,,9.5,,,
33.2,27.1,38.5,0.0,,,9.5,,,
33.9,27.9,40.0,0.0,,,11.3,,,
33.2,28.6,40.5,0.0,,,12.0,,,
33.9,28.6,41.9,0.0,,,9.2,,,
33.5,28.6,39.8,0.0,,287.0,11.5,,,
32.8,28.5,39.0,0.0,,,10.1,,,
33.6,28.1,40.0,0.0,,70.3,8.4,,,
33.5,29.8,40.1,0.0,,,11.8,,,
32.2,28.0,37.8,0.0,,,13.0,,,
32.1,28.0,37.9,0.0,,68.4,12.6,,,
31.7,26.0,37.5,0.0,,,10.7,,,
32.6,27.0,38.5,0.0,,,9.5,,,
33.1,28.5,38.1,0.0,,,13.6,,,
33.1,27.9,39.7,0.0,,211.3,11.2,,,
32.3,28.0,37.0,0.0,,,11.6,,,
32.5,28.0,37.7,0.0,,,9.6,,,
32.9,28.0,39.2,0.0,,,9.9,,,
32.9,28.6,38.3,0.0,,212.7,9.7,,,
32.6,26.6,39.3,0.0,,,8.9,,,
32.2,28.0,38.3,0.0,,,11.5,,,
33.4,28.1,38.7,0.0,,,17.5,,,
32.6,29.0,39.1,0.0,,69.5,10.8,,,
31.9,25.5,39.5,0.0,,,12.6,,,
31.7,26.8,37.2,0.0,,235.6,13.1,,,
31.4,26.0,37.1,0.0,,,9.7,,,
32.1,23.0,40.6,0.0,,,11.2,,,
30.9,24.3,38.7,0.0,,,9.2,,,
30.8,24.1,37.5,0.0,,,8.0,,,
31.1,23.0,39.5,0.0,,,9.3,,,
30.9,24.6,37.0,0.0,,207.1,11.5,,,
30.5,25.9,35.1,0.0,,224.8,13.2,,,
29.9,24.4,35.8,0.0,,227.9,9.7,,,
29.8,22.9,38.2,0.0,,,7.1,,,
30.8,23.7,37.8,0.0,,215.2,12.1,,,
28.8,25.9,33.1,0.0,,,12.4,,,
28.2,21.3,35.2,0.0,,,9.0,,,
28.4,22.9,34.3,0.0,,,12.2,,,
29.2,22.6,35.7,0.0,,,11.9,,,
29.5,23.5,37.2,0.0,,,,,,
29.6,22.1,37.3,0.0,,71.7,11.9,,,
29.9,22.4,37.5,0.0,,98.4,14.0,,,
29.6,26.2,36.3,0.3,,,12.9,,,
29.1,21.8,35.4,0.0,,,12.0,,,
27.8,23.1,36.2,0.0,,120.5,16.1,,,
28.2,21.4,35.4,3.6,,,11.2,,,
28.0,25.0,31.3,0.0,,261.8,15.2,,,
27.2,22.8,32.3,0.0,,210.6,12.4,,,
28.7,22.9,36.1,0.0,,,12.1,,,
27.4,23.7,31.4,0.0,,231.0,14.8,,,
26.1,23.7,30.4,0.0,,,11.9,,,
24.9,20.7,30.2,0.0,,98.1,10.8,,,
23.5,18.6,29.6,0.0,,74.9,10.7,,,
